tax_id,superkingdom,phylum,class,order,family,genus,species,clade,clade1,clade10,clade11,clade12,clade13,clade2,clade3,clade4,clade5,clade6,clade7,clade8,clade9,forma specialis,forma specialis1,isolate,kingdom,no rank,no rank1,no rank2,no rank3,section,serogroup,serotype,species group,species subgroup,strain,subclass,subfamily,subgenus,suborder,subphylum,subspecies
115981,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,,,,,,,,,,,,,,,,,,,cellular organisms,Salmonella enterica subsp. enterica serovar Montevideo,,,,,,,,,,,,,,Salmonella enterica subsp. enterica
115992,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Schizotequatrovirus,Vibrio virus nt1,Duplodnaviria,Heunggongvirae,,,,,,,,,,,,,,,Vibrio phage nt-1,,,,,,,,,,,,,Tevenvirinae,,,,
116090,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Caloranaerobacter,Caloranaerobacter azorensis,Terrabacteria group,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
116092,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas sp. A25,,,,,,,,,,,,,,,,,,,cellular organisms,unclassified Pseudoalteromonas,,,,,,,,,,,,,,
116188,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces coeruleorubidus,Terrabacteria group,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
117157,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Actinopolymorpha,Actinopolymorpha singaporensis,Terrabacteria group,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
117567,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium frederiksbergense,Terrabacteria group,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
118062,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,Methanobacterium congolense,Methanomada group,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
118101,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Buchnera,Buchnera aphidicola,,,,,,,,,,,,,,,Buchnera aphidicola (Diuraphis noxia),,,,cellular organisms,,,,,,,,,,,,,,,
118103,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Buchnera,Buchnera aphidicola,,,,,,,,,,,,,,,Buchnera aphidicola (Melaphis rhois),,,,cellular organisms,,,,,,,,,,,,,,,
118109,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Buchnera,Buchnera aphidicola,,,,,,,,,,,,,,,Buchnera aphidicola (Rhopalosiphum maidis),,,,cellular organisms,,,,,,,,,,,,,,,
118110,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Buchnera,Buchnera aphidicola,,,,,,,,,,,,,,,Buchnera aphidicola (Schlechtendalia chinensis),,,,cellular organisms,,,,,,,,,,,,,,,
118163,Bacteria,Cyanobacteria,,Pleurocapsales,Hyellaceae,Pleurocapsa,Pleurocapsa minor,Terrabacteria group,Cyanobacteria/Melainabacteria group,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,Pleurocapsa sp. PCC 7327,,,,,,
118562,Bacteria,Cyanobacteria,,Oscillatoriales,Microcoleaceae,Arthrospira,Arthrospira platensis,Terrabacteria group,Cyanobacteria/Melainabacteria group,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,Oscillatoriophycideae,,,,,
118613,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. B10,,,,,,,,,,,,,,,,,,,cellular organisms,unclassified Pseudomonas,,,,,,,,,,,,,,
118882,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,,,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
118883,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,,,TACK group,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
118884,Bacteria,Proteobacteria,Gammaproteobacteria,,,,,,,,,,,,,,,,,,,,,,,cellular organisms,Gammaproteobacteria incertae sedis,,,,,,,,,,,,,,
118964,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,,,,Terrabacteria group,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
118968,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,,,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
118969,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,,,,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
119042,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,,,,,,,,,,,,,,,,,,,,,,cellular organisms,Rhizobiales incertae sedis,,,,,,,,,,,,,,
119043,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhodobiaceae,,,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
119045,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,,,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
119060,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
119206,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Aerococcus,Aerococcus sanguinicola,Terrabacteria group,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
119219,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,Cupriavidus metallidurans,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
119602,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus dysgalactiae,Terrabacteria group,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,Streptococcus dysgalactiae group,,,,,,,,Streptococcus dysgalactiae subsp. equisimilis
119856,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Francisellaceae,Francisella,Francisella tularensis,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,Francisella tularensis subsp. tularensis
119858,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus sonorensis,Terrabacteria group,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,Bacillus subtilis group,,,,,,,,
119977,Bacteria,Proteobacteria,Acidithiobacillia,Acidithiobacillales,Acidithiobacillaceae,Acidithiobacillus,,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
119981,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Propionibacterium,Propionibacterium australiense,Terrabacteria group,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
120107,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,Sphingobium cloacae,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
120683,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,Treponema sp. OMZ 804,,,,,,,,,,,,,,,,,,,cellular organisms,unclassified Treponema,,,,,,,,,,,,,,
120793,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,,Terrabacteria group,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,Mycobacterium avium complex (MAC),,,,,,,,
120961,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,Roseiflexus,,Terrabacteria group,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,Roseiflexineae,,
121292,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Pseudarthrobacter,Pseudarthrobacter sulfonivorans,Terrabacteria group,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
121719,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pannonibacter,Pannonibacter phragmitetus,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
121791,Viruses,Negarnaviricota,Monjiviricetes,Mononegavirales,Paramyxoviridae,Henipavirus,Nipah henipavirus,Riboviria,,,,,,,,,,,,,,,,,Orthornavirae,,,,,,,,,,,,Orthoparamyxovirinae,,,Haploviricotina,
122277,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Pectobacterium,,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
122355,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas psychrophila,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
122420,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,Thermococcus sp. P6,,,,,,,,,,,,,,,,,,,cellular organisms,unclassified Thermococcus,,,,,,,,,,,,,,
123214,Bacteria,Aquificae,Aquificae,Aquificales,Hydrogenothermaceae,Persephonella,Persephonella marina,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,Persephonella marina EX-H1,,,,,,
123824,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Frederiksenia,Frederiksenia canicola,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
123841,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter canadensis,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,delta/epsilon subdivisions,
123899,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella,Bordetella trematum,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
125216,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Roseomonas,,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
125593,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Wolbachia,Wolbachia endosymbiont of Trichogramma pretiosum,,,,,,,,,,,,,,,,,,,cellular organisms,unclassified Wolbachia,,,,,,,,,,,,,,
126385,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Providencia,Providencia alcalifaciens,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
126673,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium doricum,Terrabacteria group,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
126738,Bacteria,Thermotogae,Thermotogae,Thermotogales,Thermotogaceae,Thermotoga,Thermotoga sp. RQ7,,,,,,,,,,,,,,,,,,,cellular organisms,unclassified Thermotoga,,,,,,,,,,,,,,
128574,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus brasilensis,Terrabacteria group,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
128780,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Stenotrophomonas acidaminiphila,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
128827,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,,,Terrabacteria group,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
128944,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Aerococcus,Aerococcus urinaehominis,Terrabacteria group,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
129337,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,,Terrabacteria group,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
129338,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,Geobacillus subterraneus,Terrabacteria group,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
129394,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,Xanthomonas oryzae,,,,,,,,,,,,,,,,,,,cellular organisms,Xanthomonas oryzae pv. oryzicola,,,,,,,,,,,,,,
129817,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas brenneri,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,Pseudomonas fluorescens group,,,,,,,,
129921,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,Amycolatopsis keratiniphila,Terrabacteria group,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
129985,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus jeotgali,Terrabacteria group,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
130371,Viruses,Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Mastadenovirus,Porcine mastadenovirus C,Varidnaviria,,,,,,,,,,,,,,,,,Bamfordvirae,,,,,,,,,,,,,,,,
130453,Eukaryota,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Arachis,Arachis duranensis,Embryophyta,Tracheophyta,50 kb inversion clade,dalbergioids sensu lato,Pterocarpus clade,,Euphyllophyta,Spermatophyta,Mesangiospermae,eudicotyledons,Gunneridae,Pentapetalae,rosids,fabids,,,,Viridiplantae,cellular organisms,,,,,,,,,,,Papilionoideae,,,Streptophytina,
130454,Eukaryota,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Arachis,Arachis ipaensis,Embryophyta,Tracheophyta,50 kb inversion clade,dalbergioids sensu lato,Pterocarpus clade,,Euphyllophyta,Spermatophyta,Mesangiospermae,eudicotyledons,Gunneridae,Pentapetalae,rosids,fabids,,,,Viridiplantae,cellular organisms,,,,,,,,,,,Papilionoideae,,,Streptophytina,
131112,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Arcanobacterium,Arcanobacterium phocae,Terrabacteria group,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
131567,,,,,,,,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
132473,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces alboniger,Terrabacteria group,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
133448,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,Citrobacter youngae,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,Citrobacter freundii complex,,,,,,,,
133925,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Atopobiaceae,Olsenella,,Terrabacteria group,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
134287,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,secondary endosymbiont of Heteropsylla cubana,"ant, tsetse, mealybug, aphid, etc. endosymbionts",aphid secondary symbionts,,,,,,,,,,,,,,,,,cellular organisms,Enterobacteriaceae incertae sedis,,,,,,,,,,,,,,
134534,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter gyllenbergii,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
134536,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia caledonica,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
134537,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia fungorum,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
134601,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium goodii,Terrabacteria group,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
134623,Bacteria,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,,,PVC group,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
134821,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Ureaplasma,Ureaplasma parvum,Terrabacteria group,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
135461,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus subtilis,Terrabacteria group,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,Bacillus subtilis group,,,,,,,,Bacillus subtilis subsp. subtilis
135487,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia,Nocardia cyriacigeorgica,Terrabacteria group,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
135569,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter apodemus,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,delta/epsilon subdivisions,
135575,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Idiomarinaceae,Idiomarina,,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
135577,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Idiomarinaceae,Idiomarina,Idiomarina loihiensis,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
135613,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,,,,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
135614,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,,,,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
135616,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,,,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
135619,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,,,,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
135620,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,,,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
135621,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,,,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
135622,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,,,,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
135624,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,,,,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
135719,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,Sphingobium amiense,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
135727,Bacteria,Tenericutes,Mollicutes,Acholeplasmatales,Acholeplasmataceae,Candidatus Phytoplasma,Candidatus Phytoplasma ziziphi,Terrabacteria group,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,16SrV (Elm yellows group),,,,,,,,
135740,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,Paracoccus kondratievae,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
136098,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Rhizobium sp. TCK,,,,,,,,,,,,,,,,,,,cellular organisms,Rhizobium/Agrobacterium group,unclassified Rhizobium,,,,,,,,,,,,,
136841,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,Pseudomonas aeruginosa group,,,,,,,,
136842,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,Pseudomonas chlororaphis group,,,,,,,,
136843,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,Pseudomonas fluorescens group,,,,,,,,
136845,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,Pseudomonas putida group,,,,,,,,
136846,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,Pseudomonas stutzeri group,,,,,,,,
136849,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,Pseudomonas syringae group,,,,,,,,
136857,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium testudinoris,Terrabacteria group,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
137545,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,Serratia quinivorans,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
137591,Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Weissella,Weissella cibaria,Terrabacteria group,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
137722,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Azospirillum,Azospirillum lipoferum,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,Azospirillum sp. B510,,,,,,
138072,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Candidatus Hamiltonella,Candidatus Hamiltonella defensa,"ant, tsetse, mealybug, aphid, etc. endosymbionts",aphid secondary symbionts,,,,,,,,,,,,,,,,,cellular organisms,Enterobacteriaceae incertae sedis,,,,,,,,,,,,,,
138074,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,Serratia symbiotica,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
138119,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Desulfitobacterium,Desulfitobacterium hafniense,Terrabacteria group,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,Desulfitobacterium hafniense Y51,,,,,,
138532,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Curtobacterium,Curtobacterium flaccumfaciens,Terrabacteria group,,,,,,,,,,,,,,,,,,cellular organisms,Curtobacterium flaccumfaciens pv. flaccumfaciens,,,,,,,,,,,,,,
139438,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,Deferribacteraceae,Geovibrio,Geovibrio thiophilus,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
141451,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oleiphilaceae,Oleiphilus,Oleiphilus messinensis,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
141679,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Photorhabdus,Photorhabdus laumondii,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,Photorhabdus laumondii subsp. laumondii
142649,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma phocicerebrale,Terrabacteria group,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
143223,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Salegentibacter,Salegentibacter salegens,FCB group,Bacteroidetes/Chlorobi group,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
143387,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium necrophorum,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,Fusobacterium necrophorum subsp. funduliforme
143813,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. LAB-08,,,,,,,,,,,,,,,,,,,cellular organisms,unclassified Pseudomonas,,,,,,,,,,,,,,
145259,Bacteria,Spirochaetes,Spirochaetia,Leptospirales,Leptospiraceae,Leptospira,Leptospira biflexa,,,,,,,,,,,,,,,,,,,cellular organisms,Leptospira biflexa serovar Patoc,,,,,,,,,,,,,,
145261,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanothermobacter,Methanothermobacter wolfeii,Methanomada group,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
145458,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Rathayibacter,Rathayibacter toxicus,Terrabacteria group,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
146017,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium boenickei,Terrabacteria group,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
146474,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acetobacter,Acetobacter orientalis,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
146785,Bacteria,Cyanobacteria,,Synechococcales,Synechococcaceae,Thermosynechococcus,,Terrabacteria group,Cyanobacteria/Melainabacteria group,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
146891,Bacteria,Cyanobacteria,,Synechococcales,Prochloraceae,Prochlorococcus,Prochlorococcus marinus,Terrabacteria group,Cyanobacteria/Melainabacteria group,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,Prochlorococcus marinus str. AS9601,,,,,,
146919,Bacteria,Bacteroidetes,,Bacteroidetes Order II. Incertae sedis,Rhodothermaceae,Salinibacter,Salinibacter ruber,FCB group,Bacteroidetes/Chlorobi group,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
